"LTER_site","local_site","year","collect_date","plot_num","veg_class","snow","snow_recovery","fert","USDA_Symbol","hits","simple_name","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",6,"DM",0,0,"NN","SIACS2",1,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",6,"DM",0,0,"NN","TRDA2",10,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",6,"DM",0,0,"NN","TRPAP",2,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","2LICHN",5,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","2LTR",25,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","AGME3",1,"Agrostis mertensii","Agrostis mertensii Trin.","northern bentgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","ARFEF3",3,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","CAPU",2,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","CARO2",2,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","CARUD",1,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","GERO2",3,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","KOMY",30,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","MIOB2",1,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","ORALA",9,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","POARG",4,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","POGL",3,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","SEDES",0.25,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","SIACS2",3,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",7,"DM",0,0,"NN","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","2LICHN",6,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","2LTR",23,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","CAHEE",1,"Carex heteroneura","Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.","different-nerve sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","CARUD",5,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","DRAU",1,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","DRBRC",0.25,"Draba breweri","Draba breweri S. Watson var. cana (Rydb.) Rollins","cushion draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","FEBR",8,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","GERO2",3,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","KOMY",33,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","MIOB2",3,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","ORALA",10,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","POBI6",1,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-15",8,"DM",0,0,"NN","POGL",4,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","2LICHN",2,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","2LTR",42,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","GERO2",6,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","KOMY",9,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","MELA3",0.25,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","ORALA",10,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","POARG",7,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","POGL",3,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","SEDES",0.25,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-11",9,"DM",0,0,"NP","TRSP2",1,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","2LTR",21,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","ARFEF3",0.25,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","CAHEE",1,"Carex heteroneura","Carex heteroneura W. Boott var. epapillosa (Mack.) F.J. Herm.","different-nerve sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","CAPU",1,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","CARO2",5,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","CEARS2",2,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","ERPI6",1,"Erigeron pinnatisectus","Erigeron pinnatisectus (A. Gray) A. Nelson","featherleaf fleabane","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","FEBR",7,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","GERO2",15,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","KOMY",3,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","MELA3",3,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","ORALA",15,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","POARG",12,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","POBI6",4,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","TEGR3",1,"Tetraneuris grandiflora","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",10,"DM",0,0,"NP","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","2LTR",11,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","ARSC",7,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","CARUD",1,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","CASC12",1,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","FEBR",18,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","GERO2",13,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","KOMY",16,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","ORALA",13,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","POARG",2,"Poa arctica","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","POBI6",0.25,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","POGL",4,"Poa glauca","Poa glauca Vahl","glaucous bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","SIACS2",0.25,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","TEGR3",1,"Tetraneuris grandiflora","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-17",11,"DM",0,0,"NP","TRDA2",1,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","2LTR",27,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","ARSC",1,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","CAPU",16,"Calamagrostis purpurascens","Calamagrostis purpurascens R. Br.","purple reedgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","CARO2",5,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","CARUD",2,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","DRBRC",1,"Draba breweri","Draba breweri S. Watson var. cana (Rydb.) Rollins","cushion draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","FEBR",7,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","GERO2",2,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","KOMY",15,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",1997,"1997-07-16",12,"DM",0,0,"NP","NOFEG",0.25,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
